text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions,text_arabic,text_arabic_normalized,talktime_words_arabic,math_density_arabic,has_math_arabic,session_id
"I know I did not hear people speaking, especially when my back is turned. Okay.  So this is what we have to do when we have to find the simplest fractions.  What we do is we look at the factors of the numerator and the denominator.  What’s factors again?  I totally forgot what factors means.  What does it mean to find a factor of a number?  Student A?",teacher,68,6,,,1.0,أنا أعرف أنني لم أسمع الناس يتحدثون، وخاصة عندما تكون ظهري مُحوَّل. حسناً. لذلك هذا ما علينا القيام به عندما نحتاج للعثور على أبسط الكسور. ما نفعله هو النظر إلى عوامل العداد والاسم. ما هي العوامل مرة أخرى؟ نسيت تماماً ما تعنيه العوامل. ماذا يعني العثور على عامل من عدد؟ الطالب A؟,انا اعرف انني لم اسمع الناس يتحدثون، وخاصه عندما تكون ظهري محول. حسنا. لذلك هذا ما علينا القيام به عندما نحتاج للعثور علي ابسط الكسور. ما نفعله هو النظر الي عوامل العداد والاسم. ما هي العوامل مره اخري؟ نسيت تماما ما تعنيه العوامل. ماذا يعني العثور علي عامل من عدد؟ الطالب A؟,52,0.0384615384615384,True,17
[Inaudible],student,1,0,,,,[غير مسموع],[غير مسموع],2,0.0,False,17
To find a number that multiplies?,teacher,6,1,,,0.0,للعثور على رقم يضاعف؟,للعثور علي رقم يضاعف؟,4,0.0,False,17
Factor is a number that you can replace [Inaudible].,student,9,0,,0.0,,الفاكتور هو رقم يمكنك استبداله,الفاكتور هو رقم يمكنك استبداله,5,0.0,False,17
Okay.  Another explanation?  Student M?,teacher,5,0,0.0,,1.0,حسناً، تفسير آخر، الطالب (م) ؟,حسنا، تفسير اخر، الطالب (م) ؟,6,0.0,False,17
A number that goes into another number evenly?,student,8,0,,0.0,,رقم يذهب إلى رقم آخر بالتساوي؟,رقم يذهب الي رقم اخر بالتساوي؟,6,0.0,False,17
"Excellent.  A number that goes into another number evenly.  For example, what you said Student A.  I knew exactly what you were talking about but those are better words.  It makes it simpler to understand, okay? So let’s do the factors of the numerator for letter A.  What are the factors for the numerator of letter A?  What are the factors of two?  What numbers go into two evenly?  Student J?",teacher,71,5,1.0,,0.0,ممتاز. رقم يذهب إلى رقم آخر بالتساوي. على سبيل المثال، ما قلته الطالب A. كنت أعرف بالضبط ما كنت تتحدث عنه ولكن هذه كلمات أفضل. يجعل من الأسهل أن نفهم، حسنا؟ لذلك دعونا نقوم  العوامل من العداد للحرف A. ما هي العوامل من العداد للحرف A؟ ما هي العوامل من اثنين؟ ما هي العوامل التي تذهب إلى اثنين بالتساوي؟ الطالب J؟,ممتاز. رقم يذهب الي رقم اخر بالتساوي. علي سبيل المثال، ما قلته الطالب A. كنت اعرف بالضبط ما كنت تتحدث عنه ولكن هذه كلمات افضل. يجعل من الاسهل ان نفهم، حسنا؟ لذلك دعونا نقوم العوامل من العداد للحرف A. ما هي العوامل من العداد للحرف A؟ ما هي العوامل من اثنين؟ ما هي العوامل التي تذهب الي اثنين بالتساوي؟ الطالب J؟,59,0.0,False,17
One.,student,1,0,,,,واحد.,واحد.,1,0.0,False,17
One and?,teacher,2,0,,,0.0,واحد و؟,واحد و؟,2,0.0,False,17
[Inaudible] Two?,student,2,0,,,,اثنان؟,اثنان؟,1,0.0,False,17
"One and two, good.  What are the factors of eight?  What are the factors of eight?  Student J?",teacher,18,2,,,0.0,واحد و اثنان، جيد. ما هي عوامل الثمانية؟ ما هي عوامل الثمانية؟ الطالب J؟,واحد و اثنان، جيد. ما هي عوامل الثمانيه؟ ما هي عوامل الثمانيه؟ الطالب J؟,14,0.1428571428571428,True,17
"Two, four and eight.",student,4,0,,,,اثنان، أربعة وثمانية.,اثنان، اربعه وثمانيه.,3,0.3333333333333333,True,17
Are you missing one?,teacher,4,0,,,0.0,هل تفتقدين واحدة؟,هل تفتقدين واحده؟,3,0.0,False,17
[Inaudible],student,1,0,,,,[غير مسموع],[غير مسموع],2,0.0,False,17
"You’re missing the obvious one.  Student W, what’s the factor she’s missing?",teacher,12,0,,,0.0,تلميذ (و) ، ما هو العامل الذي تفتقده؟,تلميذ (و) ، ما هو العامل الذي تفتقده؟,8,0.0,False,17
One.,student,1,0,,,,واحد.,واحد.,1,0.0,False,17
One.  I didn’t hear you.,teacher,5,0,,,0.0,واحد، لم أسمعك,واحد، لم اسمعك,3,0.0,False,17
I said one.  [Inaudible],student,4,0,,,,قلت واحداً,قلت واحدا,2,0.0,False,17
"Now, if you – you can say that you said that.  If I didn’t hear it, I didn’t hear it.  You need to use a big girl voice or a big boy voice.  So, which number goes into the numerator and the denominator?  Which number goes into the numerator and the denominator?  Student A?",teacher,54,4,,,0.0,الآن، إذا كنت  يمكنك أن تقول أنك قلت ذلك. إذا لم أسمع ذلك، لم أسمع ذلك. تحتاج إلى استخدام صوت فتاة كبيرة أو صوت ولد كبير. إذاً، أي رقم يدخل في العداد والعاقل؟ أي رقم يدخل في العداد والعاقل؟ الطالب A؟,الان، اذا كنت يمكنك ان تقول انك قلت ذلك. اذا لم اسمع ذلك، لم اسمع ذلك. تحتاج الي استخدام صوت فتاه كبيره او صوت ولد كبير. اذا، اي رقم يدخل في العداد والعاقل؟ اي رقم يدخل في العداد والعاقل؟ الطالب A؟,41,0.0,False,17
Two.,student,1,0,,,,اثنان.,اثنان.,1,0.0,False,17
"Two.  We have two right here as a factor of two and we have two over here as a factor of eight.  So, we know that we need to divide by two.  So what’s my new fraction?  What’s my new fraction?  I should see more hands than this.  What’s my new fraction?  Who haven’t I heard from?  Student M?",teacher,59,4,,,0.0,اثنان. لدينا اثنان هنا كعامل اثنين و لدينا اثنان هنا كعامل ثمانية. لذلك، نحن نعلم اننا بحاجة الى تقسيم اثنين. اذا ما هو كسر جديد لي؟ ما هو كسر جديد لي؟ يجب ان أرى المزيد من اليدين من هذا. ما هو كسر جديد لي؟ من لم اسمع؟ الطالب M؟,اثنان. لدينا اثنان هنا كعامل اثنين و لدينا اثنان هنا كعامل ثمانيه. لذلك، نحن نعلم اننا بحاجه الي تقسيم اثنين. اذا ما هو كسر جديد لي؟ ما هو كسر جديد لي؟ يجب ان اري المزيد من اليدين من هذا. ما هو كسر جديد لي؟ من لم اسمع؟ الطالب M؟,49,0.1020408163265306,True,17
One-fourth.,student,1,0,,,,ربع واحد.,ربع واحد.,2,0.5,True,17
"One-fourth.  So that’s our simplest, simplest fraction.  Let’s do another one for letter B.  Which factors go into ten? Student E?",teacher,21,2,,,0.0,واحد ربع. لذلك هذا هو لدينا أبسط، أبسط كسر. دعونا نفعل واحد آخر للحرف B. ما العوامل تذهب إلى عشرة؟ الطالب E؟,واحد ربع. لذلك هذا هو لدينا ابسط، ابسط كسر. دعونا نفعل واحد اخر للحرف B. ما العوامل تذهب الي عشره؟ الطالب E؟,21,0.0,False,17
[Inaudible],student,1,0,,,,[غير مسموع],[غير مسموع],2,0.0,False,17
"One, two, five and ten.  Good.  What factors goes into 20? What factors go into 20?  Student D?",teacher,18,2,,,1.0,واحد، اثنان، خمسة وعشرة. جيد. ما العوامل التي تذهب إلى 20؟ ما العوامل التي تذهب إلى 20؟ الطالب D؟,واحد، اثنان، خمسه وعشره. جيد. ما العوامل التي تذهب الي 20؟ ما العوامل التي تذهب الي 20؟ الطالب D؟,19,0.0526315789473684,True,17
"Five, [Inaudible]",student,2,0,,,,خمسة، [غير مسموع],خمسه، [غير مسموع],3,0.0,False,17
Is she missing any?,teacher,4,0,,,0.0,هل تفتقد أي منها؟,هل تفتقد اي منها؟,4,0.0,False,17
Yeah.  Yeah.  Mm-hm.,multiple students,3,0,,,,أجل، أجل.,اجل، اجل.,2,0.0,False,17
"What is she missing, Student J?",teacher,6,0,,,0.0,ما الذي تفتقده، الطالب جي؟,ما الذي تفتقده، الطالب جي؟,5,0.0,False,17
[Inaudible],student,1,0,,,,[غير مسموع],[غير مسموع],2,0.0,False,17
Is that it?,teacher,3,0,,,0.0,أهذا كل شيء؟,اهذا كل شيء؟,3,0.0,False,17
No.,multiple students,1,0,,,,-كلا .,-كلا .,1,0.0,False,17
Is that it?  I think there’s one more.  I don’t know who’s gonna be able to get it though.  Student J?,teacher,21,0,,,0.0,أعتقد أن هناك واحد آخر لا أعرف من سيتمكن من الحصول عليه,اعتقد ان هناك واحد اخر لا اعرف من سيتمكن من الحصول عليه,12,0.0,False,17
One?,student,1,0,,,,واحد؟,واحد؟,1,0.0,False,17
You already have one.  Student J?,teacher,6,0,,,0.0,لديكِ واحدة بالفعل، الطالب (جي) ؟,لديك واحده بالفعل، الطالب (جي) ؟,6,0.0,False,17
Um –,student,2,0,,,,أم ,ام,1,0.0,False,17
"One, two, five, ten, 20 and four.  Good.  Good.  Now, we have a problem here.  Because we have two numbers that goes into the numerator and the denominator.  Five and ten go into both of them.  Do you see that?  They’re both factors. Five and ten. So, when we have that problem, which we have a lot of, we had it on the board earlier, you need to pick the highest number. When you divide a number by a bigger number it ends up being smaller.  So, what’s our new fraction if we divide it by the bigger number?  Which one is the bigger number? Student D?",teacher,107,6,,,0.0,واحد، اثنان، خمسة، عشرة، 20 وأربعة. جيد. جيد. الآن، لدينا مشكلة هنا. لأن لدينا اثنين من الأرقام التي تذهب إلى العداد والعاقب. خمسة وعشرة تذهب إلى كليهما. هل ترى ذلك؟ هم كل من العوامل. خمسة وعشرة. لذلك، عندما لدينا تلك المشكلة، والتي لدينا الكثير من، كان لدينا على اللوحة في وقت سابق، تحتاج إلى اختيار أعلى عدد. عندما تقسم عدد من قبل عدد أكبر ينتهي بكونه أصغر.,واحد، اثنان، خمسه، عشره، 20 واربعه. جيد. جيد. الان، لدينا مشكله هنا. لان لدينا اثنين من الارقام التي تذهب الي العداد والعاقب. خمسه وعشره تذهب الي كليهما. هل تري ذلك؟ هم كل من العوامل. خمسه وعشره. لذلك، عندما لدينا تلك المشكله، والتي لدينا الكثير من، كان لدينا علي اللوحه في وقت سابق، تحتاج الي اختيار اعلي عدد. عندما تقسم عدد من قبل عدد اكبر ينتهي بكونه اصغر.,66,0.0298507462686567,True,17
Ten.,student,1,0,,,,عشرة.,عشره.,1,0.0,False,17
Ten.  Good.  So we divide it by ten.  What’s our new fraction?,teacher,12,2,,,0.0,عشرة. جيد. إذاً نقسمها على عشرة. ما هو الجزء الجديد لدينا؟,عشره. جيد. اذا نقسمها علي عشره. ما هو الجزء الجديد لدينا؟,11,0.0,False,17
[Inaudible],student,1,0,,,,[غير مسموع],[غير مسموع],2,0.0,False,17
What’s our new fraction?  Student L?,teacher,6,1,,,0.0,ما هو الجزء الجديد لدينا؟ الطالب L؟,ما هو الجزء الجديد لدينا؟ الطالب L؟,7,0.0,False,17
One half.,student,2,0,,,,نصف.,نصف.,1,0.0,False,17
One half.  Excellent.  You see how we did that?,teacher,9,0,,,0.0,نصف، ممتاز، أترى كيف فعلنا ذلك؟,نصف، ممتاز، اتري كيف فعلنا ذلك؟,6,0.0,False,17
Yeah.,multiple students,1,0,,,,-أجل، أجل,-اجل، اجل,2,0.0,False,17
"Anybody have questions so far?  So, when you have a numerator and a denominator that has two factors that go into each other, which one do you pick?  Which one do you pick? Student Y?",teacher,35,3,,,0.0,إذاً، عندما يكون لديك عدداً وعيداً يحتويان على عاملين يتوافقون مع بعضهما البعض، أيّ واحد تختار؟ أيّ واحد تختار؟ الطالب Y؟,اذا، عندما يكون لديك عددا وعيدا يحتويان علي عاملين يتوافقون مع بعضهما البعض، اي واحد تختار؟ اي واحد تختار؟ الطالب Y؟,21,0.0,False,17
The bigger number.,student,3,0,,,,الرقم الأكبر.,الرقم الاكبر.,2,0.0,False,17
"The bigger number out off the two.  Excellent.  Now, let’s look at letter C.  What are the factors of three?  Student A?",teacher,22,1,,,0.0,الرقم الأكبر من اثنين. ممتاز. الآن، دعونا ننظر إلى الحرف C. ما هي عوامل الثلاثة؟ الطالب A؟,الرقم الاكبر من اثنين. ممتاز. الان، دعونا ننظر الي الحرف C. ما هي عوامل الثلاثه؟ الطالب A؟,16,0.0588235294117647,True,17
